2.357414e+02 1.387523e+04 5.058711e+01 4.653679e+02
6.854852e+02 4.347022e+04 4.613718e+00 4.013541e+03
4.540993e+02 2.982691e+04 8.032460e+01 8.708142e+02
5.642642e+02 3.497431e+04 7.718692e+01 1.457969e+03
8.332883e+02 5.420703e+04 7.206329e+00 4.540658e+03
7.498525e+02 5.524782e+04 3.215077e+01 3.888274e+03
8.362460e+02 5.459196e+04 9.947687e+01 6.610759e+02
3.534745e+02 1.967325e+04 2.112077e+01 3.079899e+03
3.732036e+02 3.056252e+04 7.633242e+01 2.592087e+03
2.158936e+02 1.842628e+04 8.617736e+00 2.320966e+03
9.921400e+02 7.219671e+04 3.646326e+01 2.690813e+03
5.904744e+02 3.589948e+04 8.032496e+01 1.541157e+03
8.572475e+02 5.491487e+04 4.906108e+01 7.173242e+02
7.326936e+02 5.138534e+04 2.417557e+01 2.808262e+03
2.113827e+02 1.050243e+04 3.162782e+01 1.748339e+03
7.783367e+02 5.198248e+04 6.099085e+01 1.153322e+03
2.360816e+02 1.821657e+04 1.829535e+01 3.913209e+03
1.823455e+02 1.657945e+04 7.062306e+01 6.245765e+02
6.529701e+02 4.705165e+04 9.192936e+01 3.492588e+03
5.954923e+02 4.384431e+04 7.247114e+01 2.705282e+03
4.547493e+02 2.937075e+04 8.162538e+01 6.790708e+02
8.158152e+02 5.327149e+04 9.553822e+01 1.618500e+03
7.593597e+02 4.939525e+04 6.868542e+01 1.918736e+03
7.688136e+02 5.634706e+04 1.933580e+01 2.473871e+03
3.351834e+02 2.650311e+04 8.927960e+01 2.836901e+03
7.417226e+02 4.769123e+04 2.254276e+01 1.298784e+03
6.698300e+02 5.101139e+04 7.028966e+01 3.513318e+03
1.783251e+02 9.183767e+03 8.679400e+01 4.084124e+03
9.007549e+02 6.677430e+04 4.045703e+01 3.157409e+03
6.392611e+02 4.701160e+04 9.988658e+01 7.460762e+02
6.505000e+02 4.762631e+04 2.603886e+01 9.848445e+02
8.731419e+02 6.265394e+04 1.125649e+01 4.988842e+03
1.003640e+02 9.877072e+03 9.506035e+01 4.694652e+03
9.234700e+02 6.843684e+04 9.121477e+00 8.984676e+02
9.413808e+02 6.680176e+04 3.816026e+01 2.704349e+02
4.302146e+02 2.680584e+04 3.509462e+01 3.835192e+03
3.042460e+02 1.644116e+04 4.054060e+01 1.544424e+03
3.616836e+02 2.928347e+04 5.552249e+01 3.798688e+03
8.374367e+02 6.130404e+04 6.977562e+01 3.566141e+03
